name,mentions,week
Warren Buffett,2,2015-04-05
Warren Buffett,0,2015-04-12
Warren Buffett,1,2015-04-19
Warren Buffett,1,2015-04-26
Warren Buffett,0,2015-05-03
Warren Buffett,3,2015-05-10
Warren Buffett,2,2015-05-17
Warren Buffett,1,2015-05-24
Warren Buffett,0,2015-03-01
Warren Buffett,0,2015-02-22
Warren Buffett,0,2015-02-15
Warren Buffett,0,2015-05-31
Warren Buffett,0,2015-06-07
Warren Buffett,0,2015-06-14
Abraham Lincoln,1,2015-02-15
Abraham Lincoln,1,2015-02-22
Abraham Lincoln,1,2015-03-01
Abraham Lincoln,0,2015-03-08
Abraham Lincoln,0,2015-03-15
Abraham Lincoln,0,2015-03-22
Abraham Lincoln,0,2015-03-29
Abraham Lincoln,0,2015-04-05
Abraham Lincoln,3,2015-04-12
Abraham Lincoln,3,2015-04-19
Abraham Lincoln,0,2015-04-26
Abraham Lincoln,1,2015-05-03
Abraham Lincoln,1,2015-05-10
Abraham Lincoln,3,2015-05-17
Abraham Lincoln,1,2015-05-24
Abraham Lincoln,1,2015-05-31
Abraham Lincoln,4,2015-06-07
Abraham Lincoln,0,2015-06-14
Chris Rock,2,2015-02-22
Chris Rock,0,2015-03-01
Chris Rock,0,2015-03-08
Chris Rock,0,2015-03-15
Chris Rock,0,2015-03-22
Chris Rock,0,2015-03-29
Chris Rock,0,2015-04-05
Chris Rock,1,2015-04-12
Chris Rock,3,2015-04-19
Chris Rock,1,2015-04-26
Chris Rock,1,2015-05-03
Chris Rock,0,2015-05-10
Chris Rock,2,2015-05-17
Chris Rock,2,2015-05-24
Chris Rock,3,2015-05-31
Chris Rock,1,2015-06-07
Chris Rock,0,2015-02-15
Chris Rock,0,2015-06-14
Howard Stern,2,2015-02-15
Howard Stern,4,2015-02-22
Howard Stern,0,2015-03-01
Howard Stern,0,2015-03-08
Howard Stern,0,2015-03-15
Howard Stern,0,2015-03-22
Howard Stern,0,2015-03-29
Howard Stern,0,2015-04-05
Howard Stern,9,2015-04-12
Howard Stern,3,2015-04-19
Howard Stern,5,2015-04-26
Howard Stern,5,2015-05-03
Howard Stern,1,2015-05-10
Howard Stern,4,2015-05-17
Howard Stern,2,2015-05-24
Howard Stern,4,2015-05-31
Howard Stern,1,2015-06-07
Howard Stern,2,2015-06-14
John Boehner,6,2015-02-22
John Boehner,2,2015-03-01
John Boehner,0,2015-03-08
John Boehner,0,2015-03-15
John Boehner,1,2015-03-22
John Boehner,2,2015-03-29
John Boehner,0,2015-04-05
John Boehner,0,2015-04-12
John Boehner,0,2015-04-19
John Boehner,0,2015-04-26
John Boehner,1,2015-05-03
John Boehner,0,2015-05-10
John Boehner,1,2015-05-17
John Boehner,0,2015-02-15
John Boehner,0,2015-05-24
John Boehner,0,2015-05-31
John Boehner,0,2015-06-07
John Boehner,0,2015-06-14
Kobe Bryant,1,2015-02-22
Kobe Bryant,1,2015-03-01
Kobe Bryant,0,2015-03-08
Kobe Bryant,0,2015-03-15
Kobe Bryant,0,2015-03-22
Kobe Bryant,0,2015-03-29
Kobe Bryant,0,2015-04-05
Kobe Bryant,0,2015-04-12
Kobe Bryant,0,2015-04-19
Kobe Bryant,1,2015-04-26
Kobe Bryant,0,2015-05-03
Kobe Bryant,1,2015-05-10
Kobe Bryant,0,2015-05-17
Kobe Bryant,1,2015-05-24
Kobe Bryant,3,2015-05-31
Kobe Bryant,2,2015-06-07
Kobe Bryant,3,2015-06-14
Kobe Bryant,0,2015-02-15
John Gruber,1,2015-02-22
John Gruber,2,2015-03-01
John Gruber,0,2015-03-08
John Gruber,0,2015-03-15
John Gruber,0,2015-03-22
John Gruber,0,2015-03-29
John Gruber,1,2015-04-05
John Gruber,0,2015-04-12
John Gruber,0,2015-04-19
John Gruber,3,2015-04-26
John Gruber,1,2015-05-03
John Gruber,1,2015-05-10
John Gruber,0,2015-05-17
John Gruber,2,2015-05-24
John Gruber,1,2015-05-31
John Gruber,1,2015-06-07
John Gruber,0,2015-02-15
John Gruber,0,2015-06-14
David Marks,1,2015-02-15
David Marks,3,2015-02-22
David Marks,1,2015-03-01
David Marks,1,2015-03-08
David Marks,2,2015-03-15
David Marks,7,2015-03-22
David Marks,4,2015-03-29
David Marks,4,2015-04-05
David Marks,1,2015-04-12
David Marks,0,2015-04-19
David Marks,0,2015-04-26
David Marks,0,2015-05-03
David Marks,0,2015-05-10
David Marks,0,2015-05-17
David Marks,0,2015-05-24
David Marks,0,2015-05-31
David Marks,0,2015-06-07
David Marks,0,2015-06-14
Chicago,3,2015-02-15
Chicago,1,2015-02-22
Chicago,0,2015-03-01
Chicago,1,2015-03-08
Chicago,0,2015-03-15
Chicago,0,2015-03-22
Chicago,0,2015-03-29
Chicago,3,2015-04-05
Chicago,5,2015-04-12
Chicago,5,2015-04-19
Chicago,4,2015-04-26
Chicago,6,2015-05-03
Chicago,3,2015-05-10
Chicago,4,2015-05-17
Chicago,6,2015-05-24
Chicago,2,2015-05-31
Chicago,3,2015-06-07
Chicago,2,2015-06-14
Bill Murray,2,2015-02-22
Bill Murray,0,2015-03-01
Bill Murray,1,2015-03-08
Bill Murray,0,2015-03-15
Bill Murray,1,2015-03-22
Bill Murray,0,2015-03-29
Bill Murray,1,2015-04-05
Bill Murray,0,2015-04-12
Bill Murray,0,2015-04-19
Bill Murray,0,2015-04-26
Bill Murray,1,2015-05-03
Bill Murray,0,2015-05-10
Bill Murray,3,2015-05-17
Bill Murray,1,2015-05-24
Bill Murray,1,2015-05-31
Bill Murray,1,2015-06-07
Bill Murray,0,2015-02-15
Bill Murray,0,2015-06-14
Pat Flynn,1,2015-04-26
Pat Flynn,1,2015-05-03
Pat Flynn,3,2015-05-10
Pat Flynn,1,2015-05-17
Pat Flynn,0,2015-05-24
Pat Flynn,1,2015-05-31
Pat Flynn,1,2015-06-07
Pat Flynn,1,2015-06-14
Pat Flynn,0,2015-04-19
Pat Flynn,0,2015-04-12
Pat Flynn,0,2015-04-05
Pat Flynn,0,2015-03-29
Pat Flynn,0,2015-03-22
Pat Flynn,0,2015-03-15
Pat Flynn,0,2015-03-08
Pat Flynn,0,2015-03-01
Pat Flynn,0,2015-02-22
Pat Flynn,0,2015-02-15
Rick Perry,2,2015-04-12
Rick Perry,2,2015-04-19
Rick Perry,1,2015-04-26
Rick Perry,1,2015-05-03
Rick Perry,1,2015-05-10
Rick Perry,0,2015-05-17
Rick Perry,0,2015-05-24
Rick Perry,1,2015-05-31
Rick Perry,1,2015-06-07
Rick Perry,0,2015-04-05
Rick Perry,0,2015-03-29
Rick Perry,0,2015-03-22
Rick Perry,0,2015-03-15
Rick Perry,0,2015-03-08
Rick Perry,0,2015-03-01
Rick Perry,0,2015-02-22
Rick Perry,0,2015-02-15
Rick Perry,0,2015-06-14
Bashar al Assad,1,2015-02-15
Bashar al Assad,1,2015-02-22
Bashar al Assad,1,2015-03-01
Bashar al Assad,0,2015-03-08
Bashar al Assad,0,2015-03-15
Bashar al Assad,0,2015-03-22
Bashar al Assad,0,2015-03-29
Bashar al Assad,1,2015-04-05
Bashar al Assad,1,2015-04-12
Bashar al Assad,1,2015-04-19
Bashar al Assad,0,2015-04-26
Bashar al Assad,0,2015-05-03
Bashar al Assad,1,2015-05-10
Bashar al Assad,2,2015-05-17
Bashar al Assad,0,2015-05-24
Bashar al Assad,0,2015-05-31
Bashar al Assad,0,2015-06-07
Bashar al Assad,0,2015-06-14
Brad Pitt,1,2015-02-15
Brad Pitt,0,2015-02-22
Brad Pitt,1,2015-03-01
Brad Pitt,0,2015-03-08
Brad Pitt,0,2015-03-15
Brad Pitt,0,2015-03-22
Brad Pitt,0,2015-03-29
Brad Pitt,0,2015-04-05
Brad Pitt,0,2015-04-12
Brad Pitt,0,2015-04-19
Brad Pitt,2,2015-04-26
Brad Pitt,0,2015-05-03
Brad Pitt,0,2015-05-10
Brad Pitt,1,2015-05-17
Brad Pitt,1,2015-05-24
Brad Pitt,2,2015-05-31
Brad Pitt,0,2015-06-07
Brad Pitt,1,2015-06-14
Bruce Jenner,6,2015-04-26
Bruce Jenner,5,2015-05-03
Bruce Jenner,1,2015-05-10
Bruce Jenner,1,2015-05-17
Bruce Jenner,0,2015-05-24
Bruce Jenner,5,2015-05-31
Bruce Jenner,2,2015-06-07
Bruce Jenner,0,2015-04-19
Bruce Jenner,0,2015-04-12
Bruce Jenner,0,2015-04-05
Bruce Jenner,0,2015-03-29
Bruce Jenner,0,2015-03-22
Bruce Jenner,0,2015-03-15
Bruce Jenner,0,2015-03-08
Bruce Jenner,0,2015-03-01
Bruce Jenner,0,2015-02-22
Bruce Jenner,0,2015-02-15
Bruce Jenner,0,2015-06-14
James Harden,1,2015-04-05
James Harden,0,2015-04-12
James Harden,0,2015-04-19
James Harden,0,2015-04-26
James Harden,0,2015-05-03
James Harden,4,2015-05-10
James Harden,5,2015-05-17
James Harden,1,2015-05-24
James Harden,1,2015-05-31
James Harden,2,2015-06-07
James Harden,1,2015-06-14
James Harden,0,2015-03-29
James Harden,0,2015-03-22
James Harden,0,2015-03-15
James Harden,0,2015-03-08
James Harden,0,2015-03-01
James Harden,0,2015-02-22
James Harden,0,2015-02-15
John Snow,3,2015-04-12
John Snow,1,2015-04-19
John Snow,1,2015-04-26
John Snow,2,2015-05-03
John Snow,4,2015-05-10
John Snow,0,2015-05-17
John Snow,3,2015-05-24
John Snow,3,2015-05-31
John Snow,0,2015-06-07
John Snow,1,2015-06-14
John Snow,0,2015-04-05
John Snow,0,2015-03-29
John Snow,0,2015-03-22
John Snow,0,2015-03-15
John Snow,0,2015-03-08
John Snow,0,2015-03-01
John Snow,0,2015-02-22
John Snow,0,2015-02-15
Saddam Hussein,2,2015-02-15
Saddam Hussein,4,2015-02-22
Saddam Hussein,4,2015-03-01
Saddam Hussein,1,2015-03-08
Saddam Hussein,0,2015-03-15
Saddam Hussein,0,2015-03-22
Saddam Hussein,0,2015-03-29
Saddam Hussein,0,2015-04-05
Saddam Hussein,1,2015-04-12
Saddam Hussein,1,2015-04-19
Saddam Hussein,0,2015-04-26
Saddam Hussein,0,2015-05-03
Saddam Hussein,0,2015-05-10
Saddam Hussein,1,2015-05-17
Saddam Hussein,0,2015-05-24
Saddam Hussein,1,2015-05-31
Saddam Hussein,0,2015-06-07
Saddam Hussein,0,2015-06-14
Johnny Carson,1,2015-02-15
Johnny Carson,1,2015-02-22
Johnny Carson,0,2015-03-01
Johnny Carson,0,2015-03-08
Johnny Carson,0,2015-03-15
Johnny Carson,0,2015-03-22
Johnny Carson,0,2015-03-29
Johnny Carson,0,2015-04-05
Johnny Carson,2,2015-04-12
Johnny Carson,0,2015-04-19
Johnny Carson,1,2015-04-26
Johnny Carson,1,2015-05-03
Johnny Carson,3,2015-05-10
Johnny Carson,3,2015-05-17
Johnny Carson,2,2015-05-24
Johnny Carson,0,2015-05-31
Johnny Carson,0,2015-06-07
Johnny Carson,0,2015-06-14
Adam Carolla,1,2015-03-01
Adam Carolla,0,2015-03-08
Adam Carolla,1,2015-03-15
Adam Carolla,0,2015-03-22
Adam Carolla,0,2015-03-29
Adam Carolla,0,2015-04-05
Adam Carolla,1,2015-04-12
Adam Carolla,1,2015-04-19
Adam Carolla,0,2015-04-26
Adam Carolla,1,2015-05-03
Adam Carolla,1,2015-05-10
Adam Carolla,3,2015-05-17
Adam Carolla,6,2015-05-24
Adam Carolla,2,2015-05-31
Adam Carolla,0,2015-02-22
Adam Carolla,0,2015-02-15
Adam Carolla,0,2015-06-07
Adam Carolla,0,2015-06-14
Larry Magid,1,2015-02-15
Larry Magid,3,2015-02-22
Larry Magid,0,2015-03-01
Larry Magid,0,2015-03-08
Larry Magid,0,2015-03-15
Larry Magid,0,2015-03-22
Larry Magid,0,2015-03-29
Larry Magid,1,2015-04-05
Larry Magid,0,2015-04-12
Larry Magid,0,2015-04-19
Larry Magid,0,2015-04-26
Larry Magid,0,2015-05-03
Larry Magid,3,2015-05-10
Larry Magid,1,2015-05-17
Larry Magid,2,2015-05-24
Larry Magid,0,2015-05-31
Larry Magid,0,2015-06-07
Larry Magid,0,2015-06-14
George Clooney,2,2015-02-22
George Clooney,0,2015-03-01
George Clooney,0,2015-03-08
George Clooney,1,2015-03-15
George Clooney,0,2015-03-22
George Clooney,0,2015-03-29
George Clooney,0,2015-04-05
George Clooney,0,2015-04-12
George Clooney,2,2015-04-19
George Clooney,0,2015-04-26
George Clooney,1,2015-05-03
George Clooney,0,2015-05-10
George Clooney,3,2015-05-17
George Clooney,2,2015-05-24
George Clooney,1,2015-05-31
George Clooney,1,2015-06-07
George Clooney,0,2015-02-15
George Clooney,0,2015-06-14
Dick Cheney,2,2015-02-22
Dick Cheney,0,2015-03-01
Dick Cheney,0,2015-03-08
Dick Cheney,1,2015-03-15
Dick Cheney,0,2015-03-22
Dick Cheney,1,2015-03-29
Dick Cheney,1,2015-04-05
Dick Cheney,0,2015-04-12
Dick Cheney,0,2015-04-19
Dick Cheney,1,2015-04-26
Dick Cheney,3,2015-05-03
Dick Cheney,2,2015-05-10
Dick Cheney,1,2015-05-17
Dick Cheney,1,2015-05-24
Dick Cheney,1,2015-05-31
Dick Cheney,1,2015-06-07
Dick Cheney,0,2015-02-15
Dick Cheney,0,2015-06-14
John Roberts,3,2015-02-22
John Roberts,3,2015-03-01
John Roberts,0,2015-03-08
John Roberts,0,2015-03-15
John Roberts,0,2015-03-22
John Roberts,0,2015-03-29
John Roberts,0,2015-04-05
John Roberts,1,2015-04-12
John Roberts,0,2015-04-19
John Roberts,2,2015-04-26
John Roberts,2,2015-05-03
John Roberts,0,2015-05-10
John Roberts,0,2015-05-17
John Roberts,0,2015-05-24
John Roberts,0,2015-05-31
John Roberts,1,2015-06-07
John Roberts,0,2015-02-15
John Roberts,0,2015-06-14
Bruce Willis,1,2015-02-15
Bruce Willis,0,2015-02-22
Bruce Willis,1,2015-03-01
Bruce Willis,0,2015-03-08
Bruce Willis,0,2015-03-15
Bruce Willis,2,2015-03-22
Bruce Willis,0,2015-03-29
Bruce Willis,0,2015-04-05
Bruce Willis,1,2015-04-12
Bruce Willis,0,2015-04-19
Bruce Willis,1,2015-04-26
Bruce Willis,0,2015-05-03
Bruce Willis,1,2015-05-10
Bruce Willis,0,2015-05-17
Bruce Willis,0,2015-05-24
Bruce Willis,1,2015-05-31
Bruce Willis,0,2015-06-07
Bruce Willis,1,2015-06-14
Ron Paul,1,2015-03-08
Ron Paul,1,2015-03-15
Ron Paul,1,2015-03-22
Ron Paul,2,2015-03-29
Ron Paul,0,2015-04-05
Ron Paul,0,2015-04-12
Ron Paul,0,2015-04-19
Ron Paul,1,2015-04-26
Ron Paul,2,2015-05-03
Ron Paul,0,2015-05-10
Ron Paul,0,2015-05-17
Ron Paul,0,2015-05-24
Ron Paul,2,2015-05-31
Ron Paul,0,2015-03-01
Ron Paul,0,2015-02-22
Ron Paul,0,2015-02-15
Ron Paul,0,2015-06-07
Ron Paul,0,2015-06-14
Judd Apatow,1,2015-05-03
Judd Apatow,0,2015-05-10
Judd Apatow,2,2015-05-17
Judd Apatow,1,2015-05-24
Judd Apatow,2,2015-05-31
Judd Apatow,2,2015-06-07
Judd Apatow,4,2015-06-14
Judd Apatow,0,2015-04-26
Judd Apatow,0,2015-04-19
Judd Apatow,0,2015-04-12
Judd Apatow,0,2015-04-05
Judd Apatow,0,2015-03-29
Judd Apatow,0,2015-03-22
Judd Apatow,0,2015-03-15
Judd Apatow,0,2015-03-08
Judd Apatow,0,2015-03-01
Judd Apatow,0,2015-02-22
Judd Apatow,0,2015-02-15
Shaquille O'Neal,1,2015-03-29
Shaquille O'Neal,0,2015-04-05
Shaquille O'Neal,0,2015-04-12
Shaquille O'Neal,1,2015-04-19
Shaquille O'Neal,1,2015-04-26
Shaquille O'Neal,0,2015-05-03
Shaquille O'Neal,0,2015-05-10
Shaquille O'Neal,4,2015-05-17
Shaquille O'Neal,0,2015-05-24
Shaquille O'Neal,2,2015-05-31
Shaquille O'Neal,1,2015-06-07
Shaquille O'Neal,0,2015-03-22
Shaquille O'Neal,0,2015-03-15
Shaquille O'Neal,0,2015-03-08
Shaquille O'Neal,0,2015-03-01
Shaquille O'Neal,0,2015-02-22
Shaquille O'Neal,0,2015-02-15
Shaquille O'Neal,0,2015-06-14
Walter Scott,1,2015-04-05
Walter Scott,4,2015-04-12
Walter Scott,2,2015-04-19
Walter Scott,1,2015-04-26
Walter Scott,1,2015-05-03
Walter Scott,0,2015-05-10
Walter Scott,0,2015-05-17
Walter Scott,1,2015-05-24
Walter Scott,0,2015-03-29
Walter Scott,0,2015-03-22
Walter Scott,0,2015-03-15
Walter Scott,0,2015-03-08
Walter Scott,0,2015-03-01
Walter Scott,0,2015-02-22
Walter Scott,0,2015-02-15
Walter Scott,0,2015-05-31
Walter Scott,0,2015-06-07
Walter Scott,0,2015-06-14
Sarah Palin,1,2015-02-15
Sarah Palin,2,2015-02-22
Sarah Palin,0,2015-03-01
Sarah Palin,1,2015-03-08
Sarah Palin,1,2015-03-15
Sarah Palin,0,2015-03-22
Sarah Palin,0,2015-03-29
Sarah Palin,1,2015-04-05
Sarah Palin,1,2015-04-12
Sarah Palin,1,2015-04-19
Sarah Palin,0,2015-04-26
Sarah Palin,0,2015-05-03
Sarah Palin,0,2015-05-10
Sarah Palin,1,2015-05-17
Sarah Palin,1,2015-05-24
Sarah Palin,1,2015-05-31
Sarah Palin,0,2015-06-07
Sarah Palin,0,2015-06-14
Jay Leno,1,2015-02-15
Jay Leno,1,2015-02-22
Jay Leno,0,2015-03-01
Jay Leno,1,2015-03-08
Jay Leno,0,2015-03-15
Jay Leno,0,2015-03-22
Jay Leno,0,2015-03-29
Jay Leno,0,2015-04-05
Jay Leno,2,2015-04-12
Jay Leno,0,2015-04-19
Jay Leno,1,2015-04-26
Jay Leno,0,2015-05-03
Jay Leno,3,2015-05-10
Jay Leno,0,2015-05-17
Jay Leno,2,2015-05-24
Jay Leno,1,2015-05-31
Jay Leno,0,2015-06-07
Jay Leno,1,2015-06-14
Rodney King,1,2015-02-22
Rodney King,2,2015-03-01
Rodney King,1,2015-03-08
Rodney King,0,2015-03-15
Rodney King,0,2015-03-22
Rodney King,0,2015-03-29
Rodney King,2,2015-04-05
Rodney King,1,2015-04-12
Rodney King,0,2015-04-19
Rodney King,1,2015-04-26
Rodney King,1,2015-05-03
Rodney King,0,2015-05-10
Rodney King,0,2015-05-17
Rodney King,1,2015-05-24
Rodney King,0,2015-02-15
Rodney King,0,2015-05-31
Rodney King,0,2015-06-07
Rodney King,0,2015-06-14
Ronald Reagan,2,2015-02-15
Ronald Reagan,2,2015-02-22
Ronald Reagan,2,2015-03-01
Ronald Reagan,2,2015-03-08
Ronald Reagan,1,2015-03-15
Ronald Reagan,0,2015-03-22
Ronald Reagan,1,2015-03-29
Ronald Reagan,0,2015-04-05
Ronald Reagan,5,2015-04-12
Ronald Reagan,2,2015-04-19
Ronald Reagan,0,2015-04-26
Ronald Reagan,2,2015-05-03
Ronald Reagan,2,2015-05-10
Ronald Reagan,1,2015-05-17
Ronald Reagan,0,2015-05-24
Ronald Reagan,1,2015-05-31
Ronald Reagan,2,2015-06-07
Ronald Reagan,0,2015-06-14
Marco Rubio,1,2015-02-15
Marco Rubio,1,2015-02-22
Marco Rubio,0,2015-03-01
Marco Rubio,1,2015-03-08
Marco Rubio,0,2015-03-15
Marco Rubio,1,2015-03-22
Marco Rubio,0,2015-03-29
Marco Rubio,1,2015-04-05
Marco Rubio,11,2015-04-12
Marco Rubio,3,2015-04-19
Marco Rubio,2,2015-04-26
Marco Rubio,1,2015-05-03
Marco Rubio,1,2015-05-10
Marco Rubio,0,2015-05-17
Marco Rubio,1,2015-05-24
Marco Rubio,0,2015-05-31
Marco Rubio,1,2015-06-07
Marco Rubio,0,2015-06-14
John Dickerson,3,2015-02-22
John Dickerson,0,2015-03-01
John Dickerson,0,2015-03-08
John Dickerson,0,2015-03-15
John Dickerson,0,2015-03-22
John Dickerson,0,2015-03-29
John Dickerson,0,2015-04-05
John Dickerson,1,2015-04-12
John Dickerson,1,2015-04-19
John Dickerson,0,2015-04-26
John Dickerson,1,2015-05-03
John Dickerson,1,2015-05-10
John Dickerson,1,2015-05-17
John Dickerson,1,2015-05-24
John Dickerson,0,2015-02-15
John Dickerson,0,2015-05-31
John Dickerson,0,2015-06-07
John Dickerson,0,2015-06-14
Stephen Hawking,2,2015-02-15
Stephen Hawking,3,2015-02-22
Stephen Hawking,0,2015-03-01
Stephen Hawking,0,2015-03-08
Stephen Hawking,0,2015-03-15
Stephen Hawking,0,2015-03-22
Stephen Hawking,0,2015-03-29
Stephen Hawking,3,2015-04-05
Stephen Hawking,2,2015-04-12
Stephen Hawking,1,2015-04-19
Stephen Hawking,2,2015-04-26
Stephen Hawking,1,2015-05-03
Stephen Hawking,2,2015-05-10
Stephen Hawking,0,2015-05-17
Stephen Hawking,0,2015-05-24
Stephen Hawking,1,2015-05-31
Stephen Hawking,0,2015-06-07
Stephen Hawking,1,2015-06-14
David,2,2015-02-15
David,0,2015-02-22
David,2,2015-03-01
David,1,2015-03-08
David,0,2015-03-15
David,2,2015-03-22
David,2,2015-03-29
David,0,2015-04-05
David,0,2015-04-12
David,0,2015-04-19
David,1,2015-04-26
David,2,2015-05-03
David,1,2015-05-10
David,2,2015-05-17
David,2,2015-05-24
David,2,2015-05-31
David,0,2015-06-07
David,1,2015-06-14
Bernie Sanders,1,2015-03-01
Bernie Sanders,0,2015-03-08
Bernie Sanders,1,2015-03-15
Bernie Sanders,0,2015-03-22
Bernie Sanders,4,2015-03-29
Bernie Sanders,0,2015-04-05
Bernie Sanders,3,2015-04-12
Bernie Sanders,0,2015-04-19
Bernie Sanders,3,2015-04-26
Bernie Sanders,3,2015-05-03
Bernie Sanders,0,2015-05-10
Bernie Sanders,0,2015-05-17
Bernie Sanders,1,2015-05-24
Bernie Sanders,1,2015-05-31
Bernie Sanders,0,2015-02-22
Bernie Sanders,0,2015-02-15
Bernie Sanders,0,2015-06-07
Bernie Sanders,0,2015-06-14
Tom Hanks,3,2015-05-10
Tom Hanks,3,2015-05-17
Tom Hanks,2,2015-05-24
Tom Hanks,3,2015-05-31
Tom Hanks,2,2015-06-07
Tom Hanks,0,2015-05-03
Tom Hanks,0,2015-04-26
Tom Hanks,0,2015-04-19
Tom Hanks,0,2015-04-12
Tom Hanks,0,2015-04-05
Tom Hanks,0,2015-03-29
Tom Hanks,0,2015-03-22
Tom Hanks,0,2015-03-15
Tom Hanks,0,2015-03-08
Tom Hanks,0,2015-03-01
Tom Hanks,0,2015-02-22
Tom Hanks,0,2015-02-15
Tom Hanks,0,2015-06-14
Bill Nye,2,2015-04-19
Bill Nye,1,2015-04-26
Bill Nye,1,2015-05-03
Bill Nye,0,2015-05-10
Bill Nye,1,2015-05-17
Bill Nye,1,2015-05-24
Bill Nye,3,2015-05-31
Bill Nye,0,2015-06-07
Bill Nye,0,2015-06-14
Bill Nye,1,2015-06-21
Bill Nye,0,2015-04-12
Bill Nye,0,2015-04-05
Bill Nye,0,2015-03-29
Bill Nye,0,2015-03-22
Bill Nye,0,2015-03-15
Bill Nye,0,2015-03-08
